number,form.food.ate_past_24_h,form.food.nbr_eat_7_day,form.food.fooditem,food,nbr_food,number_meals,Ano,Mês,Dia
1901,1,7,balahazo _maina,,,,,,
1910,0,2,tsako,,,,,,
1911,1,7,voanemba,,,,,,
1912,1,7,ravina_hafa,,,,,,
1913,0,2,vary,,,,,,
1914,1,7,balahazo _maina,,,,,,
1915,0,4,bageda,,,,,,
1920,0,2,tsako,,,,,,
1921,1,3,voanemba,,,,,,
1922,1,7,ampemba,,,,,,
1923,1,7,Menaka,,,,,,
1924,1,3,pitipoa,,,,,,
1925,1,2,balahazo _maina,,,,,,
1926,1,2,bageda,,,,,,
1930,1,4,bageda,,,,,,
1940,1,3,ampemba,,,,,,
1950,0,3,tsako,,,,,,
1951,1,7,voanemba,,,,,,
1952,0,3,ampemba,,,,,,
1953,1,7,balahazo _maina,,,,,,
1954,0,6,bageda,,,,,,
1960,1,7,tsako,,,,,,
1961,1,7,voanemba,,,,,,
1980,1,7,antake,,,,,,
1981,1,7,balahazo _maina,,,,,,
1982,0,7,bageda,,,,,,
1990,1,7,antake,,,,,,
1991,1,7,balahazo _maina,,,,,,
2010,1,7,antake,,,,,,
2011,1,7,balahazo _maina,,,,,,
2012,0,7,bageda,,,,,,
2020,1,7,antake,,,,,,
2021,1,7,balahazo _maina,,,,,,
2030,0,3,tsako,,,,,,
2031,1,7,balahazo _maina,,,,,,
2032,1,7,bageda,,,,,,
2040,1,3,tsako,,,,,,
2041,1,4,ampemba,,,,,,
2042,1,7,bageda,,,,,,
2050,1,7,ampemba,,,,,,
2051,1,7,bageda,,,,,,
2060,1,7,ampemba,,,,,,
2061,1,7,bageda,,,,,,
2070,1,1,ampemba,,,,,,
2071,1,2,bageda,,,,,,
2080,1,3,tsako,,,,,,
2081,1,2,antake,,,,,,
2082,1,3,legumes,,,,,,
2090,1,4,tsako,,,,,,
2091,1,7,raketa_mena,,,,,,
2092,1,7,bageda,,,,,,
2100,1,5,tsako,,,,,,
2101,1,3,sakafo_hafa_soraty,,,,,,
2102,1,2,balahazo _maina,,,,,,
2120,1,2,raketa_mena,,,,,,
2121,1,7,ampemba,,,,,,
2122,0,5,sakafo_hafa_soraty,,,,,,
2123,1,3,bageda,,,,,,
2130,1,7,legumes_hafa,,,,,,
2140,1,3,legumes_hafa,,,,,,
2141,1,3,balahazo _maina,,,,,,
2142,1,5,bageda,,,,,,
2150,0,3,tsako,,,,,,
2151,0,3,voanemba,,,,,,
2152,1,4,ampemba,,,,,,
2153,1,7,Menaka,,,,,,
2160,0,2,tsako,,,,,,
2161,0,1,voanemba,,,,,,
2162,1,4,ampemba,,,,,,
2163,1,3,Menaka,,,,,,
2164,1,7,bageda,,,,,,
2170,1,7,balahazo _maina,,,,,,
2171,1,7,bageda,,,,,,
2180,1,7,ampemba,,,,,,
2181,1,7,bageda,,,,,,
2190,1,7,balahazo _maina,,,,,,
2191,1,7,bageda,,,,,,
2200,1,7,ampemba,,,,,,
2210,1,7,balahazo _maina,,,,,,
2211,1,7,bageda,,,,,,
2220,1,4,balahazo _maina,,,,,,
2221,1,6,bageda,,,,,,
2230,1,3,tsako,,,,,,
2231,1,3,voanemba,,,,,,
2232,1,7,raketa_mena,,,,,,
2233,0,2,ampemba,,,,,,
2240,1,6,voankazo_hafa,,,,,,
2241,1,8,hena_hafa,,,,,,
2242,0,9,sakafo_hafa_soraty,,,,,,
2243,1,2,sakafo_ambaniny_tany_hafa,,,,,,
2250,1,7,balahazo _maina,,,,,,
2251,1,7,bageda,,,,,,
2260,1,7,antake,,,,,,
2261,1,7,balahazo _maina,,,,,,
2262,1,7,bageda,,,,,,
2270,1,4,voanemba,,,,,,
2271,1,7,balahazo _maina,,,,,,
2280,1,7,balahazo _maina,,,,,,
2290,1,7,balahazo _maina,,,,,,
2300,1,10,raketa_mena,,,,,,
2301,1,7,ravina_hafa,,,,,,
2302,1,7,balahazo _maina,,,,,,
2310,1,7,raketa_mena,,,,,,
2311,1,7,balahazo _maina,,,,,,
2320,1,7,raketa_mena,,,,,,
2321,1,10,ravina_hafa,,,,,,
2330,1,4,tsako,,,,,,
2331,1,7,raketa_mena,,,,,,
2340,1,3,tsako,,,,,,
2341,1,7,raketa_mena,,,,,,
2342,1,7,ravi_balahazo,,,,,,
2350,1,7,raketa_mena,,,,,,
2351,1,7,balahazo _maina,,,,,,
2360,0,0,tsako,,,,,,
2361,1,5,voanemba,,,,,,
2362,0,0,raketa_maitso/fotsy,,,,,,
2363,1,7,raketa_mena,,,,,,
2364,1,5,balahazo _maina,,,,,,
2370,1,2,tsako,,,,,,
2371,1,4,raketa_mena,,,,,,
2372,0,2,vary,,,,,,
2373,0,3,balahazo _maina,,,,,,
2374,1,2,bageda,,,,,,
2380,0,0,tsako,,,,,,
2381,1,2,voanemba,,,,,,
2382,1,7,raketa_mena,,,,,,
2383,0,2,ampemba,,,,,,
2384,0,2,pitipoa,,,,,,
2385,0,2,balahazo _maina,,,,,,
2386,0,1,ravi_balahazo,,,,,,
2387,0,1,katra,,,,,,
2390,0,0,tsako,,,,,,
2391,1,3,voanemba,,,,,,
2392,0,0,raketa_maitso/fotsy,,,,,,
2393,1,7,raketa_mena,,,,,,
2394,0,0,ampemba,,,,,,
2395,0,0,raketa_ravina,,,,,,
2396,0,0,hena_omby,,,,,,
2397,0,0,vihinja,,,,,,
2398,0,0,pitipoa,,,,,,
2399,0,0,vary,,,,,,
2400,0,2,tsako,,,,,,
2401,0,4,voanemba,,,,,,
2402,1,7,raketa_mena,,,,,,
2403,0,2,taboara,,,,,,
2404,0,0,ampemba,,,,,,
2405,0,0,raketa_ravina,,,,,,
2406,1,3,balahazo _maina,,,,,,
2410,0,1,tsako,,,,,,
2411,0,1,voanemba,,,,,,
2412,1,7,raketa_mena,,,,,,
2413,1,2,balahazo _maina,,,,,,
2420,0,1,tsako,,,,,,
2421,0,1,voanemba,,,,,,
2422,0,0,antake,,,,,,
2423,1,7,raketa_mena,,,,,,
2424,0,0,ampemba,,,,,,
2425,0,1,ravina_hafa,,,,,,
2430,1,3,tsako,,,,,,
2431,1,8,raketa_mena,,,,,,
2440,1,3,tsako,,,,,,
2441,1,7,raketa_mena,,,,,,
2450,1,5,tsako,,,,,,
2451,1,7,raketa_mena,,,,,,
2460,1,7,raketa_mena,,,,,,
2461,1,7,ravina_hafa,,,,,,
2470,0,0,tsako,,,,,,
2471,0,0,voanemba,,,,,,
2472,0,0,tsaramaso,,,,,,
2473,0,0,antake,,,,,,
2474,1,23,raketa_mena,,,,,,
2475,0,0,taboara,,,,,,
2476,0,0,ampemba,,,,,,
2477,0,0,hena_omby,,,,,,
2478,0,0,vokatra_azo_aminy_ronono,,,,,,
2479,0,0,vihinja,,,,,,
2480,1,4,tsako,,,,,,
2481,1,7,balahazo _maina,,,,,,
2482,1,2,katra,,,,,,
2490,1,2,tsako,,,,,,
2491,1,6,ampemba,,,,,,
2492,1,4,balahazo _maina,,,,,,
2500,1,5,balahazo _maina,,,,,,
2510,2,8,balahazo _maina,,,,,,
2511,0,0,ravi_balahazo,,,,,,
2520,1,7,antake,,,,,,
2521,1,7,raketa_mena,,,,,,
2522,1,5,ravina_hafa,,,,,,
2530,1,5,tsako,,,,,,
2531,1,5,voanemba,,,,,,
2532,1,4,ampemba,,,,,,
2533,1,7,ravina_hafa,,,,,,
2534,1,2,vary,,,,,,
2540,0,2,tsako,,,,,,
2541,0,2,voanemba,,,,,,
2542,0,0,ampemba,,,,,,
2543,1,7,balahazo _maina,,,,,,
2550,1,14,raketa_mena,,,,,,
2560,1,14,raketa_mena,,,,,,
2570,1,14,raketa_mena,,,,,,
2580,1,2,raketa_mena,,,,,,
2581,1,3,ravina_hafa,,,,,,
2590,1,7,raketa_mena,,,,,,
2591,0,3,ravina_hafa,,,,,,
2592,1,4,balahazo _maina,,,,,,
2600,1,3,raketa_mena,,,,,,
2601,1,3,ravina_hafa,,,,,,
2610,1,2,raketa_mena,,,,,,
2611,1,2,ravi_balahazo,,,,,,
2620,1,3,raketa_mena,,,,,,
2630,1,4,raketa_mena,,,,,,
2640,1,30,raketa_mena,,,,,,
2641,1,5,balahazo _maina,,,,,,
2650,1,35,raketa_mena,,,,,,
2651,1,3,balahazo _maina,,,,,,
2660,0,2,tsako,,,,,,
2661,1,14,raketa_mena,,,,,,
2662,1,7,ravina_hafa,,,,,,
2663,1,3,vary,,,,,,
2664,1,4,balahazo _maina,,,,,,
2665,0,0,,,,,,,
2670,1,6,balahazo _maina,,,,,,
2680,1,7,raketa_mena,,,,,,
2681,1,7,balahazo _maina,,,,,,
2690,1,10,balahazo _maina,,,,,,
2700,1,2,tsako,,,,,,
2701,1,6,balahazo _maina,,,,,,
2710,1,7,balahazo _maina,,,,,,
2711,1,1,bageda,,,,,,
2720,1,10,balahazo _maina,,,,,,
2730,0,2,tsako,,,,,,
2731,0,5,voanemba,,,,,,
2732,0,1,antake,,,,,,
2733,1,7,raketa_mena,,,,,,
2734,1,7,balahazo _maina,,,,,,
2740,1,14,raketa_mena,,,,,,
2750,1,1,raketa_mena,,,,,,
2760,1,4,raketa_mena,,,,,,
2761,1,1,ampemba,,,,,,
2770,1,1,tsako,,,,,,
2771,1,7,raketa_mena,,,,,,
2780,1,2,raketa_ravina,,,,,,
2781,1,4,balahazo _maina,,,,,,
2790,1,6,balahazo _maina,,,,,,
2800,1,7,tsako,,,,,,
2801,1,3,balahazo _maina,,,,,,
2810,1,3,tsako,,,,,,
2811,1,7,raketa_mena,,,,,,
2830,1,3,raketa_mena,,,,,,
2831,1,6,balahazo _maina,,,,,,
2840,0,1,tsako,,,,,,
2841,0,5,balahazo _maina,,,,,,
2850,1,14,antake,,,,,,
2851,1,4,ampemba,,,,,,
2852,1,4,ravina_hafa,,,,,,
2860,1,1,tsako,,,,,,
2861,1,3,ampemba,,,,,,
2862,0,3,balahazo _maina,,,,,,
2870,1,7,balahazo _maina,,,,,,
2871,1,7,sakafo_ambaniny_tany_hafa,,,,,,
2880,0,0,tsako,,,,,,
2881,1,3,voanemba,,,,,,
2882,0,0,raketa_maitso/fotsy,,,,,,
2883,1,7,raketa_mena,,,,,,
2884,0,0,ampemba,,,,,,
2885,1,7,balahazo _maina,,,,,,
2886,0,0,bageda,,,,,,
2890,1,14,raketa_mena,,,,,,
2900,1,7,tsako,,,,,,
2901,1,7,raketa_mena,,,,,,
2910,1,7,raketa_mena,,,,,,
2911,1,3,ampemba,,,,,,
2920,1,7,raketa_mena,,,,,,
2921,1,5,raketa_ravina,,,,,,
2930,1,5,raketa_mena,,,,,,
2940,1,3,legumes_hafa,,,,,,
2941,1,7,raketa_mena,,,,,,
2950,1,35,raketa_mena,,,,,,
2951,1,6,ravi_balahazo,,,,,,
2960,1,7,raketa_mena,,,,,,
2961,1,3,vary,,,,,,
2962,1,7,bageda,,,,,,
2970,1,4,tsako,,,,,,
2971,0,4,antake,,,,,,
2972,1,21,raketa_mena,,,,,,
2973,0,0,taboara,,,,,,
2974,0,0,voankazo_hafa,,,,,,
2975,0,0,ampemba,,,,,,
2976,1,7,ravina_hafa,,,,,,
2977,0,0,hena_omby,,,,,,
2978,0,0,hena_hafa,,,,,,
2979,0,0,vokatra_azo_aminy_ronono,,,,,,
2980,1,12,raketa_mena,,,,,,
2981,1,2,sakafo_ambaniny_tany_hafa,,,,,,
2990,1,4,raketa_mena,,,,,,
2991,1,7,balahazo _maina,,,,,,
2992,1,7,ravi_balahazo,,,,,,
3000,1,4,raketa_mena,,,,,,
3001,1,6,balahazo _maina,,,,,,
3010,1,4,tsako,,,,,,
3011,1,3,raketa_mena,,,,,,
3020,1,2,tsako,,,,,,
3021,1,7,antake,,,,,,
3022,1,7,raketa_mena,,,,,,
3030,1,4,tsako,,,,,,
3031,1,7,raketa_mena,,,,,,
3032,1,2,ravina_hafa,,,,,,
3033,0,4,balahazo _maina,,,,,,
3040,1,4,raketa_mena,,,,,,
3050,1,7,raketa_maitso/fotsy,,,,,,
3051,1,2,bageda,,,,,,
3060,1,7,raketa_mena,,,,,,
3061,1,1,ampemba,,,,,,
3070,1,5,tsako,,,,,,
3071,1,3,ravi_balahazo,,,,,,
3080,1,3,tsako,,,,,,
3081,1,4,balahazo _maina,,,,,,
3090,0,5,tsako,,,,,,
3091,1,6,balahazo _maina,,,,,,
3100,1,14,raketa_mena,,,,,,
3101,1,7,ravina_hafa,,,,,,
3110,0,0,vihinja,,,,,,
3111,0,2,vary,,,,,,
3112,1,6,balahazo _maina,,,,,,
3113,0,2,ravi_balahazo,,,,,,
3114,0,0,bageda,,,,,,
3115,0,0,katra,,,,,,
3120,1,14,raketa_mena,,,,,,
3121,1,14,ravina_hafa,,,,,,
3130,1,2,tsako,,,,,,
3131,1,2,balahazo _maina,,,,,,
3150,1,2,raketa_mena,,,,,,
3151,1,2,ravina_hafa,,,,,,
3152,1,1,ravi_balahazo,,,,,,
3160,1,5,raketa_mena,,,,,,
3170,1,1,vary,,,,,,
3171,1,1,,,,,,,
3180,1,10,raketa_mena,,,,,,
3181,1,14,ravi_balahazo,,,,,,
3190,1,7,raketa_mena,,,,,,
3191,1,7,bageda,,,,,,
3200,1,1,tsako,,,,,,
3201,1,7,raketa_mena,,,,,,
3210,1,14,raketa_mena,,,,,,
3211,1,7,sakafo_ambaniny_tany_hafa,,,,,,
3220,1,7,balahazo _maina,,,,,,
3230,1,2,balahazo _maina,,,,,,
3240,1,5,balahazo _maina,,,,,,
3250,1,2,tsako,,,,,,
3251,1,8,ampemba,,,,,,
3252,1,3,balahazo _maina,,,,,,
3260,1,4,tsako,,,,,,
3261,1,3,balahazo _maina,,,,,,
3270,1,5,balahazo _maina,,,,,,
3280,1,3,tsako,,,,,,
3281,1,7,voanemba,,,,,,
3282,0,4,balahazo _maina,,,,,,
3290,1,14,balahazo _maina,,,,,,
3300,1,14,raketa_mena,,,,,,
3320,1,10,tsako,,,,,,
3321,1,7,ampemba,,,,,,
3322,1,7,pitipoa,,,,,,
3330,1,7,raketa_mena,,,,,,
3340,1,21,raketa_mena,,,,,,
3350,1,18,raketa_mena,,,,,,
3360,1,15,raketa_mena,,,,,,
3370,1,7,raketa_mena,,,,,,
3371,1,4,ravi_balahazo,,,,,,
3390,1,,raketa_mena,,,,,,
3400,1,14,tsako,,,,,,
3401,1,7,ampemba,,,,,,
3410,1,10,raketa_mena,,,,,,
3420,1,14,tsako,,,,,,
3430,1,7,tsako,,,,,,
3431,1,7,raketa_mena,,,,,,
3440,1,3,tsako,,,,,,
3441,1,7,raketa_mena,,,,,,
3442,1,4,balahazo _maina,,,,,,
3450,1,4,tsako,,,,,,
3451,1,3,balahazo _maina,,,,,,
3460,1,7,balahazo _maina,,,,,,
3470,1,7,legumes,,,,,,
3480,1,7,raketa_mena,,,,,,
3481,1,5,balahazo _maina,,,,,,
3490,1,1,tsako,,,,,,
3491,1,1,voanemba,,,,,,
3492,1,7,raketa_mena,,,,,,
3500,1,5,tsako,,,,,,
3501,1,7,raketa_mena,,,,,,
3510,1,7,raketa_mena,,,,,,
3511,1,7,raketa_ravina,,,,,,
3512,0,1,vary,,,,,,
3520,1,4,balahazo _maina,,,,,,
3530,1,7,raketa_mena,,,,,,
3540,1,7,raketa_mena,,,,,,
3541,1,2,balahazo _maina,,,,,,
3542,1,4,ravi_balahazo,,,,,,
3550,1,7,raketa_mena,,,,,,
3551,1,3,balahazo _maina,,,,,,
3560,0,0,tsako,,,,,,
3561,0,0,voanemba,,,,,,
3562,1,7,raketa_mena,,,,,,
3563,0,0,taboara,,,,,,
3564,0,0,ampemba,,,,,,
3565,0,0,hena_omby,,,,,,
3566,0,0,hena_hafa,,,,,,
3567,0,0,balahazo _maina,,,,,,
3568,0,0,ravi_balahazo,,,,,,
3569,0,0,bageda,,,,,,
3570,0,0,tsako,,,,,,
3571,0,,voanemba,,,,,,
3572,1,14,raketa_mena,,,,,,
3573,0,0,balahazo _maina,,,,,,
3574,0,0,ravi_balahazo,,,,,,
3575,0,0,bageda,,,,,,
3580,1,7,tsako,,,,,,
3581,1,7,raketa_mena,,,,,,
3590,1,4,tsako,,,,,,
3591,1,7,raketa_mena,,,,,,
3592,0,1,bageda,,,,,,
3600,1,3,tsako,,,,,,
3610,1,6,tsako,,,,,,
3620,1,7,hazan-dranomasina,,,,,,
3621,1,3,vary,,,,,,
3622,1,7,bageda,,,,,,
3630,0,1,tsako,,,,,,
3631,0,0,voanemba,,,,,,
3632,1,2,antake,,,,,,
3633,0,4,taboara,,,,,,
3634,0,1,ampemba,,,,,,
3635,1,3,balahazo _maina,,,,,,
3636,0,2,bageda,,,,,,
3640,1,14,balahazo _maina,,,,,,
3650,1,14,balahazo _maina,,,,,,
3670,1,14,raketa_mena,,,,,,
3671,1,13,balahazo _maina,,,,,,
3680,1,2,balahazo _maina,,,,,,
3681,1,3,bageda,,,,,,
3690,1,7,balahazo _maina,,,,,,
3700,1,7,ravina_hafa,,,,,,
3701,1,7,Menaka,,,,,,
3702,1,7,balahazo _maina,,,,,,
3703,1,7,sakafo_ambaniny_tany_hafa,,,,,,
3710,0,4,antake,,,,,,
3710,0,0,pitipoa,,,,,,
3711,1,5,hazan-dranomasina,,,,,,
3711,1,7,raketa_mena,,,,,,
3712,1,5,ampemba,,,,,,
3712,0,2,vary,,,,,,
3713,0,0,balahazo _maina,,,,,,
3713,1,7,ravina_hafa,,,,,,
3714,0,1,hena_hafa,,,,,,
3714,0,0,ravi_balahazo,,,,,,
3715,0,0,bageda,,,,,,
3715,1,6,Menaka,,,,,,
3716,1,4,sakafo_hafa_soraty,,,,,,
3717,1,4,balahazo _maina,,,,,,
3718,0,2,bageda,,,,,,
3720,1,7,ampemba,,,,,,
3721,1,4,balahazo _maina,,,,,,
3722,1,4,ravi_balahazo,,,,,,
3723,0,2,bageda,,,,,,
3730,1,3,antake,,,,,,
3731,1,7,raketa_mena,,,,,,
3732,1,7,ravina_hafa,,,,,,
3733,1,6,Menaka,,,,,,
3734,1,7,sakafo_hafa_soraty,,,,,,
3735,1,7,balahazo _maina,,,,,,
3740,0,3,tsako,,,,,,
3741,1,2,antake,,,,,,
3742,1,4,balahazo _maina,,,,,,
3743,1,7,bageda,,,,,,
3750,1,3,ampemba,,,,,,
3751,1,6,ravina_hafa,,,,,,
3752,1,4,sakafo_hafa_soraty,,,,,,
3753,0,5,vary,,,,,,
3760,1,7,ravi_balahazo,,,,,,
3761,1,7,bageda,,,,,,
3770,1,21,tsako,,,,,,
3771,1,21,balahazo _maina,,,,,,
3780,1,2,ravi_balahazo,,,,,,
3781,1,2,bageda,,,,,,
3790,1,2,tsako,,,,,,
3791,1,2,ampemba,,,,,,
3792,1,2,bageda,,,,,,
3800,1,16,balahazo _maina,,,,,,
3801,1,16,bageda,,,,,,
3810,1,21,hena_omby,,,,,,
3811,1,21,Menaka,,,,,,
3812,1,21,balahazo _maina,,,,,,
3820,1,21,ampemba,,,,,,
3821,1,21,pitipoa,,,,,,
3822,1,21,balahazo _maina,,,,,,
3830,0,0,tsako,,,,,,
3831,1,2,voanemba,,,,,,
3832,0,1,legumes_hafa,,,,,,
3833,1,1,ravina_hafa,,,,,,
3834,1,1,Menaka,,,,,,
3835,1,7,balahazo _maina,,,,,,
3840,1,7,balahazo _maina,,,,,,
3850,1,2,vary,,,,,,
3851,1,7,bageda,,,,,,
3860,0,1,tsako,,,,,,
3861,0,2,antake,,,,,,
3862,0,1,taboara,,,,,,
3863,0,2,ampemba,,,,,,
3864,1,4,Menaka,,,,,,
3865,1,7,balahazo _maina,,,,,,
3866,0,4,bageda,,,,,,
3870,1,3,taboara,,,,,,
3871,1,5,ampemba,,,,,,
3872,1,4,balahazo _maina,,,,,,
3873,1,3,bageda,,,,,,
3880,1,7,voanemba,,,,,,
3881,1,3,ampemba,,,,,,
3882,1,7,balahazo _maina,,,,,,
3883,1,3,bageda,,,,,,
3900,1,3,tsako,,,,,,
3901,1,4,balahazo _maina,,,,,,
3910,1,2,tsako,,,,,,
3911,1,1,legumes,,,,,,
3912,0,5,ampemba,,,,,,
3913,1,3,Menaka,,,,,,
3914,0,1,pitipoa,,,,,,
3915,1,1,balahazo _maina,,,,,,
3916,1,1,bageda,,,,,,
3920,1,1,Menaka,,,,,,
3921,1,6,balahazo _maina,,,,,,
3922,0,2,bageda,,,,,,
3930,1,6,ampemba,,,,,,
3931,1,7,Menaka,,,,,,
3932,0,6,hazan-dranomasina,,,,,,
3933,1,6,vary,,,,,,
3940,1,7,ampemba,,,,,,
3941,1,7,ravina_hafa,,,,,,
3942,1,7,Menaka,,,,,,
3943,1,4,bageda,,,,,,
3950,0,2,tsako,,,,,,
3951,0,3,legumes,,,,,,
3952,0,3,taboara,,,,,,
3953,0,2,hazan-dranomasina,,,,,,
3954,0,1,bageda,,,,,,
3960,1,14,ampemba,,,,,,
3961,1,14,pitipoa,,,,,,
3970,1,7,voanemba,,,,,,
3971,1,3,antake,,,,,,
3972,1,4,taboara,,,,,,
3973,1,7,ampemba,,,,,,
3974,1,4,balahazo _maina,,,,,,
3975,1,3,bageda,,,,,,
3980,1,7,raketa_mena,,,,,,
3981,1,7,bageda,,,,,,
3990,1,3,tsako,,,,,,
3991,1,5,voanemba,,,,,,
3992,1,2,hazan-dranomasina,,,,,,
3993,1,3,balahazo _maina,,,,,,
3994,1,4,bageda,,,,,,
4000,1,5,tsako,,,,,,
4001,1,6,ampemba,,,,,,
4002,1,5,Menaka,,,,,,
4003,1,6,pitipoa,,,,,,
4010,1,5,ampemba,,,,,,
4011,1,2,bageda,,,,,,
4020,1,7,voanemba,,,,,,
4021,0,5,ampemba,,,,,,
4022,1,7,Menaka,,,,,,
4023,0,5,pitipoa,,,,,,
4024,1,4,balahazo _maina,,,,,,
4030,1,5,tsako,,,,,,
4031,1,5,voanemba,,,,,,
4032,1,4,ravina_hafa,,,,,,
4033,1,3,bageda,,,,,,
4040,1,6,antake,,,,,,
4041,1,4,ampemba,,,,,,
4042,1,7,Menaka,,,,,,
4043,1,7,pitipoa,,,,,,
4044,1,5,balahazo _maina,,,,,,
4045,1,4,bageda,,,,,,
4050,1,7,bageda,,,,,,
4060,1,7,bageda,,,,,,
4070,1,4,antake,,,,,,
4071,1,7,ravi_balahazo,,,,,,
4080,1,7,ampemba,,,,,,
4081,1,7,pitipoa,,,,,,
4082,1,7,bageda,,,,,,
4090,1,5,ampemba,,,,,,
4091,1,4,bageda,,,,,,
4100,1,3,legumes_hafa,,,,,,
4101,0,2,ampemba,,,,,,
4102,1,7,Menaka,,,,,,
4103,1,7,balahazo _maina,,,,,,
4104,1,7,bageda,,,,,,
4110,1,7,taboara,,,,,,
4111,1,7,ampemba,,,,,,
4112,1,7,balahazo _maina,,,,,,
4120,1,7,antake,,,,,,
4121,1,7,balahazo _maina,,,,,,
4122,1,7,bageda,,,,,,
4130,1,7,legumes_hafa,,,,,,
4131,1,7,balahazo _maina,,,,,,
4132,1,7,bageda,,,,,,
4140,1,7,taboara,,,,,,
4141,1,7,balahazo _maina,,,,,,
4142,1,7,bageda,,,,,,
4150,1,2,hazan-dranomasina,,,,,,
4151,1,7,balahazo _maina,,,,,,
4160,1,7,ampemba,,,,,,
4161,1,7,Menaka,,,,,,
4162,1,7,sakafo_ambaniny_tany_hafa,,,,,,
4170,1,7,ampemba,,,,,,
4171,1,7,Menaka,,,,,,
4172,1,5,bageda,,,,,,
4180,1,7,balahazo _maina,,,,,,
4181,1,7,bageda,,,,,,
4190,1,7,tsako,,,,,,
4191,0,3,ampemba,,,,,,
4192,0,5,bageda,,,,,,
4200,1,4,voanemba,,,,,,
4201,1,4,balahazo _maina,,,,,,
4202,1,7,bageda,,,,,,
4210,1,7,ravina_hafa,,,,,,
4211,1,7,balahazo _maina,,,,,,
4212,1,4,bageda,,,,,,
4220,1,7,tsako,,,,,,
4221,1,7,bageda,,,,,,
4240,1,7,ampemba,,,,,,
4241,1,7,bageda,,,,,,
4250,1,3,ampemba,,,,,,
4251,1,3,pitipoa,,,,,,
4252,1,7,bageda,,,,,,
4260,1,7,voanemba,,,,,,
4261,1,7,balahazo _maina,,,,,,
4262,1,7,bageda,,,,,,
4270,1,4,tsako,,,,,,
4271,1,7,Menaka,,,,,,
4272,1,2,pitipoa,,,,,,
4273,1,3,balahazo _maina,,,,,,
4274,1,4,bageda,,,,,,
4280,1,5,ravina_hafa,,,,,,
4281,1,7,balahazo _maina,,,,,,
4282,1,6,bageda,,,,,,
4290,1,7,ravina_hafa,,,,,,
4291,1,5,balahazo _maina,,,,,,
4300,1,7,balahazo _maina,,,,,,
4310,1,3,tsako,,,,,,
4311,1,2,voanemba,,,,,,
4312,1,5,ampemba,,,,,,
4313,1,4,Menaka,,,,,,
4314,1,4,pitipoa,,,,,,
4315,1,2,bageda,,,,,,
4320,1,1,voanemba,,,,,,
4321,1,3,ampemba,,,,,,
4322,1,3,Menaka,,,,,,
4323,1,3,pitipoa,,,,,,
4324,1,2,balahazo _maina,,,,,,
4325,1,2,bageda,,,,,,
4330,1,7,ampemba,,,,,,
4331,1,7,bageda,,,,,,
4340,1,7,balahazo _maina,,,,,,
4341,1,7,bageda,,,,,,
4350,1,7,ampemba,,,,,,
4351,1,7,bageda,,,,,,
4360,1,7,ampemba,,,,,,
4361,1,7,pitipoa,,,,,,
4362,1,7,bageda,,,,,,
4370,1,7,balahazo _maina,,,,,,
4371,1,7,bageda,,,,,,
4380,1,7,antake,,,,,,
4381,1,5,Menaka,,,,,,
4382,1,7,balahazo _maina,,,,,,
4390,1,4,tsako,,,,,,
4391,1,4,voanemba,,,,,,
4400,1,7,bageda,,,,,,
4410,1,5,ampemba,,,,,,
4411,1,7,bageda,,,,,,
4420,1,7,tsako,,,,,,
4421,1,7,antake,,,,,,
4430,1,7,tsako,,,,,,
4431,1,7,antake,,,,,,
4440,1,7,antake,,,,,,
4441,1,7,ravi_balahazo,,,,,,
4450,1,6,tsako,,,,,,
4451,1,7,balahazo _maina,,,,,,
4460,1,7,ampemba,,,,,,
4461,1,7,pitipoa,,,,,,
4462,0,7,balahazo _maina,,,,,,
4463,0,4,bageda,,,,,,
4470,1,7,balahazo _maina,,,,,,
4471,0,7,bageda,,,,,,
4480,1,7,ampemba,,,,,,
4481,1,7,balahazo _maina,,,,,,
4482,1,7,bageda,,,,,,
4500,1,14,ampemba,,,,,,
4501,1,7,sakafo_ambaniny_tany_hafa,,,,,,
4510,1,7,ampemba,,,,,,
4511,1,7,Menaka,,,,,,
4512,1,7,pitipoa,,,,,,
4513,0,7,balahazo _maina,,,,,,
4514,0,7,bageda,,,,,,
4520,1,9,ampemba,,,,,,
4521,1,7,sakafo_hafa_soraty,,,,,,
4522,1,5,balahazo _maina,,,,,,
4530,1,3,voanemba,,,,,,
4531,1,7,ampemba,,,,,,
4532,1,5,pitipoa,,,,,,
4533,1,5,bageda,,,,,,
4540,1,7,ampemba,,,,,,
4541,1,7,bageda,,,,,,
4550,1,7,tsako,,,,,,
4551,1,7,balahazo _maina,,,,,,
4560,0,1,ampemba,,,,,,
4561,0,2,Menaka,,,,,,
4562,0,2,pitipoa,,,,,,
4563,1,7,bageda,,,,,,
4570,1,7,voanemba,,,,,,
4571,1,4,ampemba,,,,,,
4572,1,4,Menaka,,,,,,
4573,0,5,pitipoa,,,,,,
4574,1,7,balahazo _maina,,,,,,
4575,1,6,bageda,,,,,,
4580,1,3,raketa_mena,,,,,,
4581,1,3,ampemba,,,,,,
4582,1,7,sakafo_hafa_soraty,,,,,,
4583,1,3,bageda,,,,,,
4590,1,3,voanemba,,,,,,
4591,1,7,ampemba,,,,,,
4592,1,5,pitipoa,,,,,,
4593,1,7,bageda,,,,,,
4600,0,3,voanemba,,,,,,
4601,1,4,balahazo _maina,,,,,,
4602,1,1,bageda,,,,,,
